SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE http://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
PAST SALE,,Single Family Residential,2799 SW Roswell Ave,Portland,OR,97201,500000,2,2.0,,1366,4850,1920,,366,,,,,http://www.redfin.com/OR/Portland/2799-SW-Roswell-Ave-97201/home/25841194,,,N,Y,45.5031594,-122.7063924
PAST SALE,March-23-2020,Single Family Residential,2441 SW Sherwood Dr,Portland,OR,97201,949800,4,3.0,"Portland West, Raleigh Hills",2794,6534,1911,150,340,,Sold,,,http://www.redfin.com/OR/Portland/2441-SW-Sherwood-Dr-97201/home/26515452,RMLS,20001970,N,Y,45.5033826,-122.7012165
PAST SALE,April-16-2020,Single Family Residential,2709 SW Patton Ct,Portland,OR,97201,640000,4,3.0,"Portland West, Raleigh Hills",3071,23522,1963,126,208,,Sold,,,http://www.redfin.com/OR/Portland/2709-SW-Patton-Ct-97201/home/26623938,RMLS,20189986,N,Y,45.5048582,-122.7119802
PAST SALE,July-17-2020,Single Family Residential,1252 SW Cardinell Way,Portland,OR,97201,900000,4,2.5,"PORTLAND HEIGHTS, WEST HILLS",2608,4356,1991,34,345,200,Sold,,,http://www.redfin.com/OR/Portland/1252-SW-Cardinell-Way-97201/home/26526104,RMLS,20118476,N,Y,45.5079453,-122.6872504
PAST SALE,May-22-2020,Single Family Residential,2630 SW Davenport Ln,Portland,OR,97201,731000,5,2.5,"Portland West, Raleigh Hills",3661,8712,1962,90,200,,Sold,,,http://www.redfin.com/OR/Portland/2630-SW-Davenport-Ln-97201/home/26420587,RMLS,20001981,N,Y,45.5049191,-122.6896417
PAST SALE,April-23-2020,Single Family Residential,2815 SW Montgomery Dr,Portland,OR,97201,850000,4,3.5,West Hills,3051,4791,1917,119,279,,Sold,,,http://www.redfin.com/OR/Portland/2815-SW-Montgomery-Dr-97201/home/25755907,RMLS,20426038,N,Y,45.502883,-122.706425
PAST SALE,July-31-2020,Single Family Residential,2807 SW 1st Ave,Portland,OR,97201,508000,4,2.0,"Portland West, Raleigh Hills",2337,1306,1890,20,217,,Sold,,,http://www.redfin.com/OR/Portland/2807-SW-1st-Ave-97201/home/26399945,RMLS,20426889,N,Y,45.5027817,-122.6788852
PAST SALE,April-28-2020,Single Family Residential,2611 SW Brae Mar Ct,Portland,OR,97201,668000,3,2.5,West Hills,2592,3484,1902,114,258,,Sold,,,http://www.redfin.com/OR/Portland/2611-SW-Brae-Mar-Ct-97201/home/26466263,RMLS,20185543,N,Y,45.5058284,-122.6964124
PAST SALE,July-16-2020,Single Family Residential,2675 SW Brae Mar Ct,Portland,OR,97201,725000,3,2.0,Portland Heights,2340,36154,1931,35,310,,Sold,,,http://www.redfin.com/OR/Portland/2675-SW-Brae-Mar-Ct-97201/home/26307918,RMLS,20097919,N,Y,45.5050304,-122.6964341
PAST SALE,May-29-2020,Single Family Residential,2397 SW Montgomery Dr,Portland,OR,97201,880000,5,4.0,Portland Heights,4603,17859,1914,83,191,,Sold,,,http://www.redfin.com/OR/Portland/2397-SW-Montgomery-Dr-97201/home/26491368,RMLS,20565802,N,Y,45.5103421,-122.7020669
PAST SALE,March-25-2020,Single Family Residential,1906 SW Edgewood Rd,Portland,OR,97201,776100,3,2.5,"PORTLAND HEIGHTS, WEST HILLS",3505,10018,1931,148,221,,Sold,,,http://www.redfin.com/OR/Portland/1906-SW-Edgewood-Rd-97201/home/26505361,RMLS,20568425,N,Y,45.5037396,-122.6986958
PAST SALE,August-13-2020,Single Family Residential,1734 SW Vista Ave,Portland,OR,97201,925120,4,3.5,"Portland West, Raleigh Hills",2250,5662,1980,7,411,,Sold,,,http://www.redfin.com/OR/Portland/1734-SW-Vista-Ave-97201/home/25818793,RMLS,20648500,N,Y,45.5156346,-122.6965887
PAST SALE,August-3-2020,Single Family Residential,2320 SW 17th Ave,Portland,OR,97201,1699000,4,3.5,PORTLAND HEIGHTS,4053,4791,2013,17,419,,Sold,,,http://www.redfin.com/OR/Portland/2320-SW-17th-Ave-97201/home/40552096,RMLS,20268406,N,Y,45.5096692,-122.6954561
PAST SALE,July-10-2020,Single Family Residential,2777 SW Roswell Ave,Portland,OR,97201,1185000,4,2.5,PORTLAND HEIGHTS,3702,5227,2002,41,320,,Sold,,,http://www.redfin.com/OR/Portland/2777-SW-Roswell-Ave-97201/home/26553464,RMLS,20550636,N,Y,45.5036989,-122.7063758
PAST SALE,February-25-2020,Single Family Residential,2521 SW Hoffman Ave,Portland,OR,97201,799000,3,4.0,"Portland West, Raleigh Hills",3034,6098,1891,177,263,,Sold,,,http://www.redfin.com/OR/Portland/2521-SW-Hoffman-Ave-97201/home/26501343,RMLS,19010882,N,Y,45.5047433,-122.6855822
PAST SALE,March-6-2020,Single Family Residential,2744 SW Sherwood Dr,Portland,OR,97201,1263000,4,3.0,"Portland West, Raleigh Hills",5882,12196,1948,167,215,,Sold,,,http://www.redfin.com/OR/Portland/2744-SW-Sherwood-Dr-97201/home/26417653,RMLS,20590472,N,Y,45.5026431,-122.696543
PAST SALE,March-6-2020,Single Family Residential,1722 SW Vista Ave,Portland,OR,97201,1400000,4,3.5,PORTLAND HEIGHTS,3972,5662,2017,167,352,,Sold,,,http://www.redfin.com/OR/Portland/1722-SW-Vista-Ave-97201/home/26400409,RMLS,20622418,N,Y,45.515769,-122.6966442
PAST SALE,,Single Family Residential,2969 SW Upper Dr,Portland,OR,97201,265000,1,1.0,,542,5000,1961,,489,,,,,http://www.redfin.com/OR/Portland/2969-SW-Upper-Dr-97201/home/26479697,,,N,Y,45.5064541,-122.7085137
PAST SALE,February-28-2020,Single Family Residential,2825 SW Montgomery Dr,Portland,OR,97201,396250,2,2.0,SOUTHWEST HILLS,3348,4791,1890,174,118,,Sold,,,http://www.redfin.com/OR/Portland/2825-SW-Montgomery-Dr-97201/home/26306916,RMLS,20665770,N,Y,45.5027233,-122.7064706
PAST SALE,April-6-2020,Single Family Residential,2804 SW Montgomery Dr,Portland,OR,97201,527000,3,2.0,SOUTHWEST HILLS,1883,4791,1910,136,280,,Sold,,,http://www.redfin.com/OR/Portland/2804-SW-Montgomery-Dr-97201/home/26567976,RMLS,20419148,N,Y,45.5030137,-122.7057262
PAST SALE,March-30-2020,Single Family Residential,2720 SW English Ct,Portland,OR,97201,815000,3,2.0,Portland Heights,2172,8276,1942,143,375,,Sold,,,http://www.redfin.com/OR/Portland/2720-SW-English-Ct-97201/home/26501255,RMLS,20682730,N,Y,45.5044794,-122.7102164
PAST SALE,April-16-2020,Single Family Residential,3240 SW Sherwood Pl,Portland,OR,97201,545000,4,3.5,"Portland West, Raleigh Hills",3425,6969,1964,126,159,,Sold,,,http://www.redfin.com/OR/Portland/3240-SW-Sherwood-Pl-97201/home/26527399,RMLS,20081974,N,Y,45.499954,-122.6992254
PAST SALE,April-28-2020,Single Family Residential,1870 SW Hawthorne Ter,Portland,OR,97201,995000,5,3.0,PORTLAND HEIGHTS,3213,6969,1929,114,310,,Sold,,,http://www.redfin.com/OR/Portland/1870-SW-Hawthorne-Ter-97201/home/26561786,RMLS,20409956,N,Y,45.5079173,-122.6993784
PAST SALE,February-26-2020,Single Family Residential,1835 SW Elizabeth St,Portland,OR,97201,972650,4,2.5,PORTLAND HEIGHTS GRID SECTION,3514,4791,1989,176,277,,Sold,,,http://www.redfin.com/OR/Portland/1835-SW-Elizabeth-St-97201/home/26515177,RMLS,20264286,N,Y,45.5085532,-122.6984215
PAST SALE,February-25-2020,Single Family Residential,2798 SW Talbot Rd,Portland,OR,97201,1040000,4,3.5,Portland Heights,4378,8276,1928,177,238,,Sold,,,http://www.redfin.com/OR/Portland/2798-SW-Talbot-Rd-97201/home/26472230,RMLS,19446901,N,Y,45.5009921,-122.7068717
PAST SALE,March-2-2020,Single Family Residential,921 SW Davenport St,Portland,OR,97201,1375000,3,3.5,portland heights,3950,8712,1964,171,348,,Sold,,,http://www.redfin.com/OR/Portland/921-SW-Davenport-St-97201/home/26654848,RMLS,20322390,N,Y,45.5055767,-122.6877199
PAST SALE,May-4-2020,Single Family Residential,1809 SW Myrtle St,Portland,OR,97201,1100000,3,2.5,PORTLAND HEIGHTS,3425,12632,1925,108,321,,Sold,,,http://www.redfin.com/OR/Portland/1809-SW-Myrtle-St-97201/home/25752055,RMLS,20248152,N,Y,45.511072,-122.6963351
PAST SALE,March-25-2020,Single Family Residential,2122 SW 18th Ave,Portland,OR,97201,862000,3,3.5,PORTLAND HEIGHTS,2877,3049,1886,148,300,,Sold,,,http://www.redfin.com/OR/Portland/2122-SW-18th-Ave-97201/home/25864865,RMLS,20031197,N,Y,45.5110393,-122.6957966
PAST SALE,June-26-2020,Single Family Residential,1149 SW Davenport St,Portland,OR,97201,1600000,4,3.5,Portland Heights,4537,10018,1943,55,353,,Sold,,,http://www.redfin.com/OR/Portland/1149-SW-Davenport-St-97201/home/26328126,RMLS,20667387,N,Y,45.5055531,-122.6907393
PAST SALE,March-10-2020,Single Family Residential,2738 SW Robins Crest Dr,Portland,OR,97201,1350000,5,3.0,"PORTLAND HEIGHTS, WEST HILLS",5846,38768,1940,163,231,,Sold,,,http://www.redfin.com/OR/Portland/2738-SW-Robins-Crest-Dr-97201/home/26594672,RMLS,20678026,N,Y,45.5060076,-122.6938051
PAST SALE,May-15-2020,Single Family Residential,2657 SW Gerald Ave,Portland,OR,97201,915000,4,3.0,Southwest Hills,4113,7405,1919,97,222,,Sold,,,http://www.redfin.com/OR/Portland/2657-SW-Gerald-Ave-97201/home/26523523,RMLS,20662062,N,Y,45.5066711,-122.7008287
PAST SALE,August-10-2020,Single Family Residential,2737 SW English Ct,Portland,OR,97201,1050000,5,3.5,Portland Heights,4191,23522,1941,10,251,,Sold,,,http://www.redfin.com/OR/Portland/2737-SW-English-Ct-97201/home/26517045,RMLS,20508800,N,Y,45.5041534,-122.7107199
PAST SALE,August-17-2020,Single Family Residential,2820 SW Fern St,Portland,OR,97201,660000,4,4.0,"PORTLAND HEIGHTS, WEST HILLS",4231,3920,1985,3,156,,Sold,,,http://www.redfin.com/OR/Portland/2820-SW-Fern-St-97201/home/26423002,RMLS,20218544,N,Y,45.5057924,-122.7065108
PAST SALE,July-24-2020,Single Family Residential,633 SW Sherman St,Portland,OR,97201,403000,3,2.0,"Portland West, Raleigh Hills",2928,3484,1880,27,138,,Sold,,,http://www.redfin.com/OR/Portland/633-S-Sherman-St-97201/home/26386287,RMLS,20314749,N,Y,45.506872,-122.6850521
PAST SALE,July-24-2020,Single Family Residential,2681 SW Buena Vista Dr,Portland,OR,97201,3400000,5,5.5,PORTLAND HEIGHTS,7088,13503,1930,27,480,,Sold,,,http://www.redfin.com/OR/Portland/2681-SW-Buena-Vista-Dr-97201/home/26576206,RMLS,20293820,N,Y,45.5093451,-122.7044047
PAST SALE,March-3-2020,Single Family Residential,2546 SW Vista Ave,Portland,OR,97201,650000,4,2.5,SW HILLS RESIDENTIAL LEAGUE,4945,10890,1904,170,131,,Sold,,,http://www.redfin.com/OR/Portland/2546-SW-Vista-Ave-97201/home/26604200,RMLS,20557283,N,Y,45.5084289,-122.7012415
PAST SALE,August-3-2020,Single Family Residential,2808 SW Montgomery Dr,Portland,OR,97201,855000,3,2.5,PORTLAND HEIGHTS,2683,9147,1928,17,319,,Sold,,,http://www.redfin.com/OR/Portland/2808-SW-Montgomery-Dr-97201/home/26558063,RMLS,20389470,N,Y,45.502904,-122.70594
PAST SALE,August-4-2020,Single Family Residential,1016 SW Davenport St,Portland,OR,97201,1279000,5,3.0,"Portland West, Raleigh Hills",4708,9147,1957,16,272,,Sold,,,http://www.redfin.com/OR/Portland/1016-SW-Davenport-St-97201/home/26536009,RMLS,20331638,N,Y,45.5055486,-122.6889602
PAST SALE,,Single Family Residential,2420 SW Chelmsford Ave,Portland,OR,97201,980000,3,3.0,,2988,5200,1960,,328,,,,,http://www.redfin.com/OR/Portland/2420-SW-Chelmsford-Ave-97201/home/26613576,,,N,Y,45.5058024,-122.6870165
PAST SALE,April-15-2020,Single Family Residential,2867 SW Greenway Ave,Portland,OR,97201,894000,3,2.5,SOUTHWEST HILLS,3017,7405,1911,127,296,,Sold,,,http://www.redfin.com/OR/Portland/2867-SW-Greenway-Ave-97201/home/26563653,RMLS,20571996,N,Y,45.5021535,-122.7063475
PAST SALE,July-1-2020,Single Family Residential,1696 SW Montgomery Dr,Portland,OR,97201,685000,3,2.0,Goose Hollow / Southwest Hills,2284,4356,1925,50,300,,Sold,,,http://www.redfin.com/OR/Portland/1696-SW-Montgomery-Dr-97201/home/25845914,RMLS,20113967,N,Y,45.5150014,-122.6967688
PAST SALE,June-24-2020,Single Family Residential,2642 SW Ravensview Dr,Portland,OR,97201,665000,2,2.0,"Portland West, Raleigh Hills",2647,6969,1912,57,251,,Sold,,,http://www.redfin.com/OR/Portland/2642-SW-Ravensview-Dr-97201/home/26537689,RMLS,20032772,N,Y,45.5066073,-122.7021478
PAST SALE,August-4-2020,Single Family Residential,2122 SW Vista Ave,Portland,OR,97201,710000,3,2.5,PORTLAND HEIGHTS,2750,3049,1906,16,258,,Sold,,,http://www.redfin.com/OR/Portland/2122-SW-Vista-Ave-97201/home/26297319,RMLS,20415000,N,Y,45.5114928,-122.6975849
PAST SALE,June-10-2020,Single Family Residential,2665 SW Brae Mar Ct,Portland,OR,97201,896000,3,3.0,Portland Heights,2975,4791,1926,71,301,,Sold,,,http://www.redfin.com/OR/Portland/2665-SW-Brae-Mar-Ct-97201/home/25790374,RMLS,20212896,N,Y,45.5051984,-122.6964548
PAST SALE,June-10-2020,Single Family Residential,2672 SW Gerald Ave,Portland,OR,97201,680000,4,2.0,"PORTLAND HEIGHTS, WEST HILLS",2264,6969,1941,71,300,,Sold,,,http://www.redfin.com/OR/Portland/2672-SW-Gerald-Ave-97201/home/26387467,RMLS,20317865,N,Y,45.506445,-122.7008929
PAST SALE,August-4-2020,Single Family Residential,2649 SW Talbot Rd,Portland,OR,97201,1185000,4,4.5,Portland Heights,3443,5227,1915,16,344,,Sold,,,http://www.redfin.com/OR/Portland/2649-SW-Talbot-Rd-97201/home/26306832,RMLS,20674629,N,Y,45.5035229,-122.7035957
PAST SALE,May-7-2020,Single Family Residential,1929 SW Carter Ln,Portland,OR,97201,700000,2,2.5,"Portland West, Raleigh Hills",2433,43124,1951,105,288,,Sold,,,http://www.redfin.com/OR/Portland/1929-SW-Carter-Ln-97201/home/26297434,RMLS,20120350,N,Y,45.5128229,-122.6957454
PAST SALE,July-29-2020,Single Family Residential,2920 SW Montgomery Dr,Portland,OR,97201,825000,3,2.0,"PORTLAND HEIGHTS, WEST HILLS",2924,12196,1954,22,282,,Sold,,,http://www.redfin.com/OR/Portland/2920-SW-Montgomery-Dr-97201/home/26389511,RMLS,20507153,N,Y,45.5021162,-122.7068259
PAST SALE,August-7-2020,Single Family Residential,2028 SW Jackson St,Portland,OR,97201,2000000,4,4.5,Portland Heights,5055,8276,1940,13,396,,Sold,,,http://www.redfin.com/OR/Portland/2028-SW-Jackson-St-97201/home/26542416,RMLS,20681136,N,Y,45.5127242,-122.6981019
